,Continent,Latitude,Longitude,Average temperature per year,Hospital_beds_per_1000_people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2020-11-17,,68589,2168
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-25,,1,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-26,,4,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-27,,4,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-28,,4,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-29,,4,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-30,,6,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-01-31,,7,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-01,,9,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-02,,11,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-03,,11,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-04,,11,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-05,,12,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-06,,13,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-07,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-08,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-09,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-10,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-11,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-12,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-13,,14,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-14,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-15,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-16,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-17,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-18,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-19,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-20,,15,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-21,,17,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-22,,21,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-23,,22,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-24,,22,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-25,,22,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-26,,22,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-27,,23,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-28,,23,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-02-29,,25,
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-01,,26,1
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-02,,29,1
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-03,,33,1
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-04,,41,1
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-05,,52,2
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-06,,59,2
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-07,,63,2
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-08,,74,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-09,,80,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-10,,100,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-11,,112,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-12,,126,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-13,,156,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-14,,197,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-15,,249,3
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-16,,298,5
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-17,,375,5
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-18,,454,5
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-19,,565,6
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-20,,709,6
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-21,,874,7
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-22,,1098,7
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-23,,1709,7
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-24,,1823,7
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-25,,2423,8
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-26,,2799,11
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-27,,3166,13
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-28,,3378,13
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-29,,3809,14
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-30,,4093,16
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-03-31,,4557,19
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-01,,4707,20
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-02,,4976,21
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-03,,5224,23
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-04,,5548,30
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-05,,5687,34
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-06,5509,5744,36
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-07,8037,5844,42
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-08,8668,5956,45
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-09,10766,6052,50
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-10,8212,6152,52
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-11,9501,6238,54
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-12,6094,6289,57
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-13,8195,6322,61
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-14,4357,6366,61
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-15,4884,6416,61
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-16,8626,6458,63
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-17,11527,6497,63
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-18,14980,6533,67
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-19,14486,6586,69
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-20,10738,6612,70
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-21,8108,6625,71
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-22,12599,6647,74
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-23,14218,6654,74
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-24,15711,6667,75
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-25,11887,6687,79
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-26,12192,6703,81
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-27,10614,6713,83
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-28,13616,6725,84
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-29,13731,6738,88
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-04-30,19231,6746,90
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-01,25227,6762,92
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-02,22715,6767,93
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-03,21524,6783,93
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-04,17107,6801,95
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-05,14542,6825,95
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-06,23900,6849,96
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-07,33893,6875,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-08,34701,6896,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-09,38206,6914,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-10,32416,6929,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-11,27247,6941,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-12,22808,6948,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-13,31098,6964,97
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-14,34455,6975,98
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-15,40336,6989,98
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-16,31836,7019,98
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-17,26474,7036,98
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-18,19908,7045,98
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-19,23836,7060,99
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-20,25697,7068,99
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-21,26117,7079,100
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-22,32998,7081,100
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-23,21580,7095,101
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-24,32533,7106,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-25,19405,7109,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-26,44023,7118,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-27,50098,7133,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-28,29123,7139,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-29,30178,7150,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-30,30916,7173,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-05-31,26030,7185,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-01,17652,7195,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-02,18167,7204,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-03,22313,7221,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-04,33629,7229,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-05,32863,7240,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-06,11396,7251,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-07,26874,7255,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-08,16053,7260,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-09,17169,7265,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-10,29270,7267,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-11,31269,7276,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-12,34327,7285,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-13,37101,7290,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-14,29702,7302,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-15,15796,7320,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-16,20198,7335,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-17,27770,7347,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-18,51380,7370,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-19,42708,7391,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-20,35173,7409,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-21,35946,7436,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-22,66525,7461,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-23,24972,7474,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-24,47603,7492,102
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-25,51917,7521,103
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-26,49498,7558,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-27,54222,7595,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-28,43114,7641,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-29,36520,7686,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-06-30,40287,7767,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-01,49941,7834,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-02,57859,7920,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-03,54078,8001,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-04,50176,8255,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-05,45399,8362,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-06,45730,8449,104
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-07,41942,8586,106
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-08,55299,8755,106
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-09,54425,8886,106
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-10,59437,9059,106
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-11,51225,9359,106
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-12,53995,9553,107
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-13,42300,9797,108
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-14,44449,9980,108
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-15,59904,10251,108
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-16,65575,10495,111
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-17,62728,10810,113
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-18,63387,11235,116
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-19,62632,11441,118
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-20,57962,11802,122
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-21,56310,12069,123
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-22,59794,12428,126
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-23,69308,12896,128
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-24,75584,13306,133
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-25,64084,13595,139
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-26,75619,13950,145
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-27,51966,14403,155
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-28,,14935,161
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-29,,15304,167
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-30,66205,15582,176
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-07-31,,16303,189
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-01,,16905,196
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-02,39158,17282,200
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-03,40529,17923,208
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-04,94706,18318,221
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-05,70464,18729,232
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-06,80008,19444,247
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-07,91937,19862,255
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-08,40197,20272,266
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-09,93191,20698,278
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-10,61132,21084,295
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-11,61626,21397,313
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-12,61172,21713,331
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-13,68441,22127,352
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-14,70629,22358,361
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-15,63370,22743,375
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-16,53774,23035,379
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-17,38539,23288,396
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-18,44516,23599,421
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-19,59882,23773,438
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-20,68336,23993,450
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-21,,24236,463
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-22,,24407,472
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-23,,24602,485
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-24,51447,24812,502
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-25,56675,24916,517
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-26,71703,25053,525
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-27,86268,25205,549
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-28,,25322,572
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-29,,25448,583
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-30,,25547,600
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-08-31,46224,25670,611
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-01,41344,25746,652
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-02,63998,25819,657
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-03,70983,25923,663
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-04,,26049,678
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-05,,26136,737
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-06,,26207,748
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-07,36086,26279,753
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-08,36963,26322,762
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-09,58936,26374,770
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-10,60098,26465,781
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-11,,26513,788
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-12,,26565,797
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-13,,26607,803
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-14,30946,26651,810
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-15,29503,26692,816
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-16,47845,26738,816
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-17,54357,26779,824
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-18,,26813,832
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-19,,26861,837
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-20,,26885,844
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-21,23436,26898,849
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-22,31595,26912,851
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-23,42410,26942,854
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-24,47634,26973,859
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-25,,26983,861
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-26,,27000,869
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-27,,27016,870
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-28,17099,27040,872
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-29,26010,27044,875
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-09-30,48071,27063,882
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-10-01,42248,27063,882
Australia,Oceania,-25.27,133.78,22,3.84,3.5,44648.71,24598933,37,16,2020-10-02,,27096,888
